County,gas_prod,longitude,latitude,depth,elevation,well,status,field,geology
Wyoming,5458.0,-77.97185,42.72359,2605.0,1080.0,gas development,shut in,Silver Lake,Medina
Allegany,3289.0,-77.75014,42.07381,1220.0,2177.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,3352.0,-77.75958,42.06654,1845.0,2200.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,5993.0,-77.76377,42.07759,1235.0,2268.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,5993.0,-77.76498,42.07761,1230.0,2263.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,3396.0,-77.75783,42.06525,1271.0,2230.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,5993.0,-77.76484,42.07556,1256.0,2260.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,3294.0,-77.74807,42.06954,1200.0,2125.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,6003.0,-77.77058,42.08033,2157.0,2224.0,oil development,inactive,Beech Hill-Independence,Fulmer Valley
Allegany,3507.0,-77.76522,42.0703,1280.0,2210.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,8941.0,-77.77048,42.08456,1187.0,2200.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,6003.0,-77.7691,42.08038,1284.0,2167.361751152074,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,3507.0,-77.76628,42.07038,1884.0,2280.0,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Allegany,6003.0,-77.76912,42.07925,2176.0,2167.361751152074,oil development,plugged abandoned,Beech Hill-Independence,Fulmer Valley
Chautauqua,17642.0,-79.13161,42.22194,4080.0,1591.0,gas development,active,Lakeshore,Medina
Wyoming,23065.0,-78.461372,42.865877,1660.0,1025.0,gas development,active,Alden-Lancaster,Medina
Chautauqua,11076.0,-79.48795,42.13712,4035.0,1670.0,gas development,active,Lakeshore,Medina
Cattaraugus,29061.0,-79.043233,42.307197,3539.0,1292.0,gas development,active,Lakeshore,Medina
Chautauqua,16872.0,-79.45271,42.26713,3600.0,582.0,gas development,active,Lakeshore,Medina
Chautauqua,9819.0,-79.41673,42.36383,2904.0,1120.0,gas development,active,Lakeshore,Medina
Erie,3155.0,-78.59933,42.85794,1399.0,782.0,gas development,active,Elma,Medina
Erie,8282.0,-78.46745,42.88475,1499.0,938.0,gas development,active,Alden-Lancaster,Medina
Chautauqua,4606.0,-79.52545,42.34677,2498.0,750.0,gas development,active,Lakeshore,Medina
Erie,7359.0,-78.8755,42.61736,2475.0,1225.0,gas development,active,Brant-Eden,Medina
Cattaraugus,14255.0,-78.80754,42.41837,3393.0,1305.0,gas extension,active,Lakeshore,Medina
Chautauqua,14263.0,-79.56375,42.06763,4359.0,11.0,gas development,active,Lakeshore,Medina
Wyoming,28187.0,-78.450032,42.565319,3395.0,1625.0,gas development,active,Chaffee-Arcade,Medina
Chautauqua,18286.0,-79.45995,42.2656,3515.0,1482.0,gas development,active,Lakeshore,Medina
Chautauqua,18627.0,-79.16536,42.21827,4388.0,1912.0,gas development,active,Lakeshore,Medina
Chautauqua,23391.0,-79.48703,42.0802,4273.0,1615.0,gas development,active,Lakeshore,Medina
Chautauqua,5010.0,-79.24893,42.29901,3530.0,1490.0,gas development,active,Lakeshore,Medina
Erie,18702.0,-78.74319,42.7296,1940.0,962.0,gas development,active,Orchard Park-Hamburg,Medina
Chautauqua,15652.0,-79.24498,42.32399,3619.0,1645.0,gas development,active,Lakeshore,Medina
Chautauqua,16810.0,-79.21384,42.32308,3808.0,1750.0,gas development,active,Lakeshore,Medina
Erie,23674.0,-78.53935,42.78418,1875.0,1000.0,gas development,active,Buffalo Creek,Medina
Chautauqua,9901.0,-79.22809,42.34008,3797.0,1865.0,gas development,active,Lakeshore,Medina
Erie,11350.0,-78.63115,42.50529,3160.0,1330.0,gas development,active,Sardinia,Grimsby
Wyoming,17063.0,-78.357677,42.547855,3785.0,1762.0,gas development,active,Chaffee-Arcade,Medina
Wyoming,3214.0,-78.315937,42.551183,3865.0,1832.0,gas development,active,Chaffee-Arcade,Medina
Erie,15907.0,-78.736783,42.690001,2432.0,1250.0,gas wildcat,active,New Field Wildcat,Medina
Erie,25141.0,-78.631023,42.83752,1470.0,780.0,gas development,plugged abandoned,Elma,Grimsby
Chautauqua,10364.0,-79.60668,42.18104,3967.0,1544.6420454545455,gas development,active,Lakeshore,Medina
Allegany,11455.0,-77.76567,42.05892,1824.0,2167.361751152074,oil development,active,Beech Hill-Independence,Fulmer Valley
Erie,18649.0,-78.878619,42.585542,2660.0,1280.0,gas development,active,North Collins,Medina
Chautauqua,7459.0,-79.59605,42.20945,3670.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,27520.0,-79.62363,42.22276,3638.0,1402.7093023255811,gas development,shut in,Lakeshore,Medina
Wyoming,30508.0,-78.444176,42.564686,3600.0,1652.0,gas development,active,Chaffee-Arcade,Grimsby
Erie,2407.0,-78.788822,42.5747,2741.0,1280.0,gas development,active,North Collins,Medina
Erie,4466.0,-78.790767,42.579808,2726.0,1240.0,gas development,active,North Collins,Medina
Chautauqua,20666.0,-79.174,42.36834,3909.0,1390.0,gas development,active,Lakeshore,Medina
Chautauqua,15644.0,-79.14447,42.31708,3670.0,1576.0,gas development,active,Lakeshore,Grimsby
Chautauqua,7235.0,-79.08181,42.49126,2585.0,1125.513043478261,gas development,shut in,Lakeshore,Medina
Chautauqua,2398.0,-79.50388,42.11777,4005.0,1561.3783783783783,gas development,active,Lakeshore,Medina
Chautauqua,8404.0,-79.23641,42.29049,3645.0,1555.0,gas development,active,Lakeshore,Medina
Chautauqua,6204.0,-79.66056,42.09777,3950.0,1462.0,gas development,shut in,Lakeshore,Medina
Erie,6876.0,-78.60395,42.84468,1440.0,800.0,gas development,active,Elma,Grimsby
Chautauqua,8064.0,-79.52519,42.04586,4452.0,1615.0,gas development,shut in,Lakeshore,Medina
Chautauqua,2205.0,-79.33574,42.168086,4226.0,1785.0,gas development,active,Lakeshore,Medina
Chautauqua,3253.0,-79.348671,42.429838,2335.0,780.0,gas development,active,Lakeshore,Medina
Chautauqua,15336.0,-79.42178,42.36736,2749.0,970.0,gas development,active,Lakeshore,Medina
Chautauqua,8264.0,-79.2551,42.29562,3713.0,1540.0,gas development,active,Lakeshore,Medina
Allegany,11576.0,-78.071626,42.198659,1320.0,1462.5,oil development,active,Corbin Hill,Richburg
Allegany,8573.0,-78.050278,42.193566,1000.0,1755.0,gas development,active,Corbin Hill,Richburg
Steuben,4910.0,-77.73198,42.07676,1160.0,2098.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,6954.0,-77.7308,42.07827,1741.0,2145.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,4736.0,-77.73222,42.08113,1798.0,2182.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,3788.0,-77.73098,42.08109,1779.0,2196.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,5021.0,-77.73082,42.08011,1775.0,2171.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,19119.0,-79.26962,42.35263,3425.0,1505.0,gas development,active,Lakeshore,Medina
Chautauqua,6685.0,-79.22611,42.33524,3825.0,1850.0,gas development,active,Lakeshore,Medina
Wyoming,16289.0,-78.03316,42.78819,2640.0,1490.0,gas development,active,Leicester,Medina
Chautauqua,24057.0,-79.469448,42.05023,4298.0,1520.0,gas development,active,Lakeshore,Medina
Allegany,5997.0,-77.76911,42.07816,2049.0,2230.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,25661.0,-79.14489,42.4388,3275.0,1545.0,gas development,active,Lakeshore,Medina
Chautauqua,17646.0,-79.234663,42.339347,3934.0,1966.0,gas development,active,Lakeshore,Medina
Chautauqua,29519.0,-79.241094,42.307194,3664.0,1577.0,gas development,active,Lakeshore,Medina
Cayuga,17028.0,-76.605315,42.887747,2300.0,755.0,gas development,active,West Auburn,Queenston
Chautauqua,11668.0,-79.23526,42.32465,3788.0,1800.0,gas development,active,Lakeshore,Medina
Chautauqua,16262.0,-79.2265,42.32995,3889.0,1815.0,gas development,active,Lakeshore,Medina
Chautauqua,16651.0,-79.42925,42.33594,3220.0,1368.0,gas development,shut in,Lakeshore,Medina
Chautauqua,3556.0,-79.56901,42.0365,4232.0,1515.0,gas development,active,Lakeshore,Medina
Erie,5129.0,-78.94225,42.71572,1440.0,685.0,gas extension,active,Lakeview,Medina
Chautauqua,3534.0,-79.21866,42.31741,3670.0,1641.0,gas development,active,Lakeshore,Medina
Erie,22168.0,-78.73573,42.53011,2994.0,1400.0,gas development,active,Concord,Grimsby
Chautauqua,4184.0,-79.17043,42.36296,3335.0,1402.0,gas development,active,Lakeshore,Medina
Erie,2889.0,-79.00842,42.68375,1552.0,717.7264957264957,gas development,active,Lakeview,Medina
Erie,10362.0,-78.82307,42.86949,1081.0,590.0,gas development,active,Buffalo,Medina
Chautauqua,24233.0,-79.41958,42.15765,2639.0,1382.0,oil development,active,North Harmony,Bass Island
Chautauqua,4433.0,-79.19237,42.31609,4024.0,1950.0,gas development,active,Lakeshore,Medina
Wyoming,11029.0,-77.98016,42.77525,2513.0,1240.0,gas development,active,Leicester,Medina
Chautauqua,24994.0,-79.42366,42.37086,2696.0,955.0,gas development,active,Lakeshore,Medina
Erie,25192.0,-78.55524,42.96917,1102.0,780.0,gas development,active,Alden-Lancaster,Medina
Erie,3514.0,-78.5546,42.9878,1042.0,765.0,gas development,active,Alden-Lancaster,Medina
Erie,6558.0,-78.55484,42.97956,1070.0,765.0,gas development,active,Alden-Lancaster,Medina
Chautauqua,19979.0,-79.51617,42.35009,2598.0,781.0,gas development,active,Lakeshore,Medina
Chautauqua,4072.0,-79.17681,42.36351,3322.0,1420.0,gas development,active,Lakeshore,Medina
Chautauqua,2651.0,-79.21941,42.33395,3909.0,1905.0,gas development,active,Lakeshore,Medina
Chautauqua,6223.0,-79.14371,42.32449,3981.0,1860.0,gas development,active,Lakeshore,Medina
Chautauqua,23181.0,-79.4407,42.36167,2900.0,1119.0,gas development,active,Lakeshore,Medina
Chautauqua,4139.0,-79.181194,42.255251,4050.0,1730.0,gas development,active,Lakeshore,Grimsby
Chautauqua,13891.0,-79.40105,42.25402,3735.0,1618.0,gas development,active,Lakeshore,Medina
Wyoming,19026.0,-78.407552,42.610424,3325.0,1660.0,gas development,active,Java,Medina
Chautauqua,9119.0,-79.422776,42.418418,2225.0,652.0,gas development,active,Lakeshore,Medina
Chautauqua,13437.0,-79.29109,42.36781,3224.0,1387.0,gas development,shut in,Lakeshore,Medina
Chautauqua,11937.0,-79.28304,42.3647,3335.0,1468.0,gas development,shut in,Lakeshore,Medina
Chautauqua,3992.0,-79.135154,42.394539,3390.0,1514.0,gas development,active,Lakeshore,Medina
Erie,10431.0,-78.62912,42.51691,3222.0,1403.0,gas development,active,Sardinia,Grimsby
Chautauqua,4276.0,-79.08943,42.23076,4051.0,1580.0,gas development,active,Lakeshore,Medina
Erie,22513.0,-78.60191,42.74863,938.0,968.108695652174,gas development,active,East Aurora,Akron
Erie,4708.0,-78.471558,42.750275,2410.0,1351.0,gas wildcat,active,New Field Wildcat,Medina
Chautauqua,5610.0,-79.29331,42.29155,3419.0,1350.0,gas wildcat,active,New Field Wildcat,Marcellus
Erie,28154.0,-78.78211,42.50247,3143.0,1407.0,gas wildcat,active,New Field Wildcat,Medina
Allegany,3437.0,-77.75185,42.07642,1247.0,2225.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Erie,26791.0,-78.6044,42.74768,864.0,968.108695652174,gas development,active,East Aurora,Akron
Erie,26401.0,-78.60559,42.74956,860.0,968.108695652174,gas development,active,East Aurora,Akron
Erie,13309.0,-78.827142,42.569178,2782.0,1307.0,gas development,active,North Collins,Medina
Chautauqua,23233.0,-79.29114,42.29521,3480.0,1575.6893617021276,gas development,active,Lakeshore,Medina
Chautauqua,28485.0,-79.36389,42.03416,4531.0,1010.0,gas development,active,Lakeshore,Medina
Erie,4326.0,-79.091747,42.596508,1897.0,652.0,gas development,active,Lakeview,Medina
Erie,21988.0,-78.60729,42.75226,839.0,964.531914893617,gas development,active,East Aurora,Akron
Chautauqua,2381.0,-79.2181,42.26762,4026.0,1810.0,gas development,active,Lakeshore,Medina
Chautauqua,4267.0,-79.236193,42.041708,4319.0,1290.0,gas development,active,Lakeshore,Grimsby
Chautauqua,25717.0,-79.2914,42.20148,2474.0,1333.0,oil development,active,Gerry-Charlotte,Bass Island
Erie,26627.0,-78.60295,42.75042,925.0,964.531914893617,gas development,active,East Aurora,Akron
Chautauqua,15343.0,-79.447952,42.159629,3934.0,1540.0,gas development,active,Lakeshore,Medina
Chautauqua,11025.0,-79.453772,42.15852,3912.0,1515.0,gas development,active,Lakeshore,Medina
Chautauqua,20478.0,-79.53817,42.00494,4443.0,1552.0,gas development,active,Lakeshore,Medina
Chautauqua,26472.0,-79.25477,42.33383,3595.0,1640.0,gas development,active,Lakeshore,Medina
Chautauqua,28280.0,-79.4811,42.30849,3241.0,1355.0,gas development,active,Lakeshore,Medina
Chautauqua,25615.0,-79.14635,42.14254,4340.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,15674.0,-79.19114,42.35031,3725.0,1790.0,gas development,active,Lakeshore,Medina
Chautauqua,21981.0,-79.13205,42.15394,4201.0,1450.0,gas development,active,Lakeshore,Medina
Chautauqua,6581.0,-79.33389,42.15765,4211.0,1700.0,gas development,active,Lakeshore,Medina
Wyoming,21815.0,-78.39043,42.6833,2830.0,1500.0,gas development,active,Sheldon,Medina
Chautauqua,16824.0,-79.33009,42.16038,4217.0,1720.0,gas development,active,Lakeshore,Medina
Wyoming,8989.0,-78.42446,42.61316,3208.0,1550.0,gas development,inactive,Java,Medina
Wyoming,15487.0,-78.413271,42.607391,3100.0,1645.0,gas wildcat,active,Java,Marcellus
Chautauqua,7658.0,-79.60762,42.02756,4400.0,1670.0,gas development,active,Lakeshore,Medina
Chautauqua,14470.0,-79.18504,42.15112,4010.0,1420.0,gas development,active,Lakeshore,Medina
Chautauqua,30534.0,-79.3378,42.36897,3218.0,1435.0,gas development,active,Lakeshore,Medina
Chautauqua,4099.0,-79.4494,42.17205,3780.0,1415.0,gas development,active,Lakeshore,Medina
Chautauqua,25242.0,-79.11195,42.17817,4223.0,1575.0,gas development,active,Lakeshore,Medina
Wyoming,7552.0,-78.02567,42.7958,2576.0,1429.0,gas development,active,Leicester,Medina
Chautauqua,8281.0,-79.2081,42.32961,3814.0,1810.0,gas development,active,Lakeshore,Medina
Chautauqua,16676.0,-79.54959,42.04461,4300.0,1595.0,gas development,active,Lakeshore,Medina
Chautauqua,18223.0,-79.56102,42.18701,3915.0,1703.0,gas development,active,Lakeshore,Medina
Chautauqua,7830.0,-79.121672,42.445664,3101.0,1430.0,gas development,active,Lakeshore,Medina
Chautauqua,12478.0,-79.56962,42.20672,3781.0,1635.0,gas development,active,Lakeshore,Medina
Wyoming,15602.0,-78.06249,42.77588,2689.0,1514.0,gas development,inactive,Leicester,Medina
Wyoming,24773.0,-78.41436,42.712,2719.0,1485.0,gas development,active,Sheldon,Medina
Chautauqua,24777.0,-79.55458,42.04787,4307.0,1620.0,gas development,active,Lakeshore,Medina
Chautauqua,29725.0,-79.25976,42.06812,4355.0,1410.0,gas development,active,Lakeshore,Medina
Wyoming,3559.0,-78.418902,42.695957,2668.0,1410.0,gas development,active,Sheldon,Medina
Chautauqua,17102.0,-79.557981,42.05157,4299.0,1635.0,gas development,active,Lakeshore,Medina
Chautauqua,2659.0,-79.56005,42.04755,4208.0,1557.0,gas development,active,Lakeshore,Medina
Chautauqua,24606.0,-79.54876,42.04948,4280.0,1615.0,gas development,active,Lakeshore,Medina
Chautauqua,23444.0,-79.53041,42.04147,4490.0,1765.0,gas development,active,Lakeshore,Medina
Chautauqua,2732.0,-79.32774,42.06679,4432.0,1561.0,gas development,active,Lakeshore,Medina
Chautauqua,7140.0,-79.20742,42.33552,3777.0,1786.0,gas development,active,Lakeshore,Medina
Chautauqua,22071.0,-79.52587,42.29654,3146.0,1245.0,gas development,active,Lakeshore,Medina
Chautauqua,9572.0,-79.7363,42.01202,4174.0,1500.0,gas development,active,Lakeshore,Medina
Chautauqua,28561.0,-79.58705,42.23748,3525.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,17174.0,-79.27267,42.06799,4499.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,9312.0,-79.54083,42.20649,3858.0,1605.0,gas development,active,Lakeshore,Medina
Chautauqua,19989.0,-79.53045,42.36538,2363.0,650.0,gas development,active,Lakeshore,Medina
Chautauqua,15198.0,-79.41557,42.04616,4325.0,1460.0,gas development,active,Lakeshore,Medina
Wyoming,3308.0,-78.360504,42.639301,3412.0,1790.0,gas development,active,Java,Medina
Chautauqua,6484.0,-79.20593,42.3228,3900.0,1855.0,gas development,active,Lakeshore,Medina
Chautauqua,17685.0,-79.26757,42.07394,4433.0,1504.0,gas development,inactive,Lakeshore,Medina
Chautauqua,8118.0,-79.53738,42.21045,3871.0,1670.0,gas development,active,Lakeshore,Medina
Chautauqua,7385.0,-79.5436,42.21197,3851.0,1640.0,gas development,active,Lakeshore,Medina
Wyoming,4845.0,-78.00919,42.78434,2606.0,1340.0,gas development,active,Leicester,Medina
Chautauqua,6097.0,-79.53912,42.21552,3825.0,1675.0,gas development,active,Lakeshore,Medina
Wyoming,25745.0,-77.957793,42.7489,2565.0,1120.0,gas development,active,Silver Lake,Medina
Chautauqua,20666.0,-79.16904,42.17448,4348.0,1705.0,gas development,active,Lakeshore,Medina
Wyoming,3029.0,-77.98791,42.76403,2623.0,1272.0,gas development,active,Silver Lake,Medina
Chautauqua,20264.0,-79.12917,42.37354,3343.0,1397.0,gas development,active,Lakeshore,Medina
Chautauqua,20711.0,-79.36228,42.019,4638.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,19902.0,-79.47674,42.08703,4205.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,28096.0,-79.49147,42.14922,3978.0,1520.0,gas development,active,Lakeshore,Grimsby
Chautauqua,26404.0,-79.51749,42.13111,4265.0,1780.0,gas development,active,Lakeshore,Medina
Chautauqua,9189.0,-79.31673,42.37211,3031.0,1245.0,gas development,active,Lakeshore,Medina
Chautauqua,24088.0,-79.17243,42.15488,4270.0,1557.0,gas development,active,Lakeshore,Medina
Chautauqua,15185.0,-79.556439,42.159217,3900.0,1625.0,gas development,active,Lakeshore,Medina
Chautauqua,26669.0,-79.30609,42.14061,4161.0,1545.0,gas development,active,Lakeshore,Medina
Chautauqua,12499.0,-79.27615,42.35828,3355.0,1509.0,gas development,active,Lakeshore,Medina
Chautauqua,9025.0,-79.54184,42.2202,3802.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,20622.0,-79.12512,42.14369,4239.0,1435.0,gas development,active,Lakeshore,Medina
Chautauqua,20684.0,-79.4283,42.39596,2375.0,710.0,gas development,active,Lakeshore,Medina
Chautauqua,8786.0,-79.23848,42.43688,2986.0,1360.0,gas development,active,Lakeshore,Medina
Chautauqua,12730.0,-79.21977,42.34863,3701.0,1750.0,gas development,active,Lakeshore,Medina
Chautauqua,31117.0,-79.24699,42.50626,2050.0,682.0,gas development,active,Lakeshore,Medina
Chautauqua,15406.0,-79.36922,42.00089,4828.0,1750.0,gas development,active,Lakeshore,Medina
Chautauqua,18794.0,-79.14389,42.203877,4090.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,28644.0,-79.52473,42.01632,4492.0,1615.0,gas development,active,Lakeshore,Medina
Wyoming,10238.0,-78.35646,42.60159,3538.0,1830.0,gas development,inactive,Java,Medina
Chautauqua,22576.0,-79.14872,42.16269,4322.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,12056.0,-79.39381,42.04694,4356.0,1470.0,gas development,active,Lakeshore,Medina
Chautauqua,25838.0,-79.302176,42.385369,2811.0,1037.0,gas development,active,Lakeshore,Medina
Chautauqua,23720.0,-79.34543,42.36988,3303.0,1520.0,gas development,active,Lakeshore,Medina
Chautauqua,14262.0,-79.117598,42.030345,4850.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,22317.0,-79.38731,42.04662,4451.0,1540.0,gas development,active,Lakeshore,Medina
Chautauqua,10798.0,-79.550486,42.003384,4384.0,1546.0,gas development,active,Lakeshore,Medina
Chautauqua,19053.0,-79.14368,42.16604,4238.0,1560.0,gas development,active,Lakeshore,Medina
Wyoming,11081.0,-78.39748,42.64747,2952.0,1435.0,gas development,active,Java,Medina
Wyoming,10970.0,-78.40601,42.64647,2945.0,1460.0,gas development,inactive,Java,Medina
Chautauqua,27134.0,-79.07399,42.13517,4175.0,1310.0,gas development,active,Lakeshore,Medina
Wyoming,20054.0,-78.42139,42.8673,1800.0,1100.0,gas development,active,Danley Corners,Medina
Wyoming,21237.0,-78.3534,42.79964,2408.0,1485.0,gas development,active,Danley Corners,Medina
